date,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,snowfall_sum,uv_index_max,weather_code
2025-04-10 06:00:00+00:00,66.686905,30.6869,12.305533,0.0,7.6,1.0
2025-04-11 06:00:00+00:00,74.4269,44.4569,11.574179,0.0,7.7,3.0
2025-04-12 06:00:00+00:00,69.0755,44.5955,22.736109,0.0,6.8,3.0
2025-04-13 06:00:00+00:00,52.5155,35.7755,20.28652,0.0,7.1,51.0
2025-04-14 06:00:00+00:00,54.4955,31.9955,6.154799,0.0,7.65,0.0
2025-04-15 06:00:00+00:00,64.9355,34.3355,8.06872,0.0,7.5,3.0
2025-04-16 06:00:00+00:00,59.9855,40.635498,18.427776,0.0,6.35,3.0
