date,temperature_max,temperature_min,wind_speed_max,snowfall_sum,uv_index_max,weather_code
2025-04-10 06:00:00+00:00,52.0754,25.705399,10.4278755,0.0,8.3,0.0
2025-04-11 06:00:00+00:00,61.435402,36.0554,9.745725,0.0,8.35,3.0
2025-04-12 06:00:00+00:00,57.2954,36.5036,25.632935,0.0,8.35,3.0
2025-04-13 06:00:00+00:00,46.9436,30.2036,16.704264,0.84,6.9,85.0
2025-04-14 06:00:00+00:00,46.223602,25.1636,7.3139977,0.0,8.25,3.0
2025-04-15 06:00:00+00:00,52.3436,28.9436,8.408858,0.0,7.95,3.0
2025-04-16 06:00:00+00:00,46.4036,32.0936,9.05087,0.0,7.65,51.0
