date,temperature_2m_max,temperature_2m_min,snowfall_sum,uv_index_max,wind_speed_10m_max,wind_gusts_10m_max
2025-04-08 06:00:00+00:00,54.77,33.26,0.0,7.15,31.413725,57.7146
2025-04-09 06:00:00+00:00,53.87,36.86,0.0,7.75,28.873772,49.437702
2025-04-10 06:00:00+00:00,54.076103,27.5,0.0,7.75,8.815597,13.6456995
2025-04-11 06:00:00+00:00,62.716103,36.4361,0.0,7.9,11.63455,10.9613
2025-04-12 06:00:00+00:00,63.796104,44.1761,0.0,7.85,25.755634,47.2007
2025-04-13 06:00:00+00:00,56.5061,29.3261,0.0,7.65,22.369999,51.898403
2025-04-14 06:00:00+00:00,52.4561,23.9261,0.0,7.7,20.120567,46.0822
