date,temperature_max,temperature_min,wind_speed_max,snowfall_sum,uv_index_max,weather_code
2025-04-10 06:00:00+00:00,54.9761,23.9261,12.125282,0.0,7.95,0.0
2025-04-11 06:00:00+00:00,65.1461,36.9761,10.798016,0.0,7.95,3.0
2025-04-12 06:00:00+00:00,62.536102,38.2496,19.524794,0.0,7.95,3.0
2025-04-13 06:00:00+00:00,51.5696,26.549599,20.376358,0.98,7.05,85.0
2025-04-14 06:00:00+00:00,47.2496,24.2096,10.088845,0.0,7.85,0.0
2025-04-15 06:00:00+00:00,55.5296,27.8096,9.845342,0.0,7.65,3.0
2025-04-16 06:00:00+00:00,52.9196,32.8496,14.269535,0.21000001,7.4,71.0
